season,raceId,driverId,constructorId,number,grid,position,positionText,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,statusId
2010,Hungarian Grand Prix,vettel,red_bull,5,1,3,3,15.0,70,+19.252,6084823,70,1,,Finished
2010,Hungarian Grand Prix,massa,ferrari,7,4,4,4,12.0,70,+27.474,6093045,69,5,,Finished
2010,Hungarian Grand Prix,petrov,renault,12,7,5,5,10.0,70,+1:13.192,6138763,61,6,,Finished
2010,Hungarian Grand Prix,hulkenberg,williams,10,10,6,6,8.0,70,+1:16.723,6142294,66,7,,Finished
2010,Hungarian Grand Prix,rosa,sauber,22,9,7,7,6.0,69,,,65,10,,+1 Lap
2010,Hungarian Grand Prix,button,mclaren,1,11,8,8,4.0,69,,,61,8,,+1 Lap
2010,Hungarian Grand Prix,kobayashi,sauber,23,23,9,9,2.0,69,,,68,9,,+1 Lap
2010,Hungarian Grand Prix,barrichello,williams,9,12,10,10,1.0,69,,,68,3,,+1 Lap
2010,Hungarian Grand Prix,michael_schumacher,mercedes,3,14,11,11,0.0,69,,,64,12,,+1 Lap
2010,Hungarian Grand Prix,buemi,toro_rosso,16,15,12,12,0.0,69,,,58,13,,+1 Lap
2010,Hungarian Grand Prix,liuzzi,force_india,15,16,13,13,0.0,69,,,58,11,,+1 Lap
2010,Hungarian Grand Prix,kovalainen,lotus_racing,19,19,14,14,0.0,67,,,64,18,,+3 Laps
2010,Hungarian Grand Prix,trulli,lotus_racing,18,20,15,15,0.0,67,,,58,17,,+3 Laps
2010,Hungarian Grand Prix,glock,virgin,24,18,16,16,0.0,67,,,59,19,,+3 Laps
2010,Hungarian Grand Prix,bruno_senna,hrt,21,22,17,17,0.0,67,,,61,21,,+3 Laps
2010,Hungarian Grand Prix,grassi,virgin,25,21,18,18,0.0,66,,,62,16,,+4 Laps
2010,Hungarian Grand Prix,yamamoto,hrt,20,24,19,19,0.0,66,,,59,23,,+4 Laps
2010,Hungarian Grand Prix,hamilton,mclaren,2,5,20,R,0.0,23,,,22,14,,Gearbox
2010,Hungarian Grand Prix,kubica,renault,11,8,21,R,0.0,23,,,21,15,,Retired
2010,Hungarian Grand Prix,rosberg,mercedes,4,6,22,R,0.0,15,,,13,20,,Wheel
2010,Hungarian Grand Prix,sutil,force_india,14,13,23,R,0.0,15,,,12,22,,Collision
2010,Hungarian Grand Prix,alguersuari,toro_rosso,17,17,24,R,0.0,1,,,,,,Engine
2010,Belgian Grand Prix,hamilton,mclaren,2,2,1,1,25.0,44,1:29:04.268,5344268,32,1,,Finished
2010,Belgian Grand Prix,webber,red_bull,6,1,2,2,18.0,44,+1.571,5345839,32,2,,Finished
2010,Belgian Grand Prix,kubica,renault,11,3,3,3,15.0,44,+3.493,5347761,29,3,,Finished
2010,Belgian Grand Prix,massa,ferrari,7,6,4,4,12.0,44,+8.264,5352532,26,4,,Finished
2010,Belgian Grand Prix,sutil,force_india,14,8,5,5,10.0,44,+9.094,5353362,25,5,,Finished
2010,Belgian Grand Prix,rosberg,mercedes,4,14,6,6,8.0,44,+12.359,5356627,31,10,,Finished
2010,Belgian Grand Prix,michael_schumacher,mercedes,3,21,7,7,6.0,44,+15.548,5359816,32,13,,Finished
2010,Belgian Grand Prix,kobayashi,sauber,23,17,8,8,4.0,44,+16.678,5360946,29,11,,Finished
2010,Belgian Grand Prix,petrov,renault,12,23,9,9,2.0,44,+23.851,5368119,32,7,,Finished
2010,Belgian Grand Prix,liuzzi,force_india,15,12,10,10,1.0,44,+34.831,5379099,31,14,,Finished
2010,Belgian Grand Prix,rosa,sauber,22,24,11,11,0.0,44,+36.019,5380287,31,15,,Finished
2010,Belgian Grand Prix,buemi,toro_rosso,16,16,12,12,0.0,44,+39.895,5384163,30,17,,Finished
2010,Belgian Grand Prix,alguersuari,toro_rosso,17,11,13,13,0.0,44,+49.457,5393725,31,9,,Finished
2010,Belgian Grand Prix,hulkenberg,williams,10,9,14,14,0.0,43,,,28,12,,+1 Lap
2010,Belgian Grand Prix,vettel,red_bull,5,4,15,15,0.0,43,,,22,6,,+1 Lap
2010,Belgian Grand Prix,kovalainen,lotus_racing,19,13,16,16,0.0,43,,,23,22,,+1 Lap
2010,Belgian Grand Prix,grassi,virgin,25,22,17,17,0.0,43,,,25,21,,+1 Lap
2010,Belgian Grand Prix,glock,virgin,24,20,18,18,0.0,43,,,31,19,,+1 Lap
2010,Belgian Grand Prix,trulli,lotus_racing,18,15,19,19,0.0,43,,,24,18,,+1 Lap
2010,Belgian Grand Prix,yamamoto,hrt,20,19,20,20,0.0,42,,,31,20,,+2 Laps
2010,Belgian Grand Prix,alonso,ferrari,8,10,21,R,0.0,37,,,29,8,,Accident
2010,Belgian Grand Prix,button,mclaren,1,5,22,R,0.0,15,,,6,16,,Collision
2010,Belgian Grand Prix,bruno_senna,hrt,21,18,23,R,0.0,5,,,5,23,,Retired
2010,Belgian Grand Prix,barrichello,williams,9,7,24,R,0.0,0,,,,,,Collision
2010,Italian Grand Prix,alonso,ferrari,8,1,1,1,25.0,53,1:16:24.572,4584572,52,1,,Finished
2010,Italian Grand Prix,button,mclaren,1,2,2,2,18.0,53,+2.938,4587510,46,8,,Finished
2010,Italian Grand Prix,massa,ferrari,7,3,3,3,15.0,53,+4.223,4588795,51,6,,Finished
2010,Italian Grand Prix,vettel,red_bull,5,6,4,4,12.0,53,+28.196,4612768,50,4,,Finished
2010,Italian Grand Prix,rosberg,mercedes,4,7,5,5,10.0,53,+29.942,4614514,52,3,,Finished
2010,Italian Grand Prix,webber,red_bull,6,4,6,6,8.0,53,+31.276,4615848,52,2,,Finished
2010,Italian Grand Prix,hulkenberg,williams,10,8,7,7,6.0,53,+32.812,4617384,52,7,,Finished
2010,Italian Grand Prix,kubica,renault,11,9,8,8,4.0,53,+34.028,4618600,48,5,,Finished
2010,Italian Grand Prix,michael_schumacher,mercedes,3,12,9,9,2.0,53,+44.948,4629520,49,11,,Finished
2010,Italian Grand Prix,barrichello,williams,9,10,10,10,1.0,53,+1:04.213,4648785,48,14,,Finished
2010,Italian Grand Prix,buemi,toro_rosso,16,14,11,11,0.0,53,+1:05.056,4649628,51,13,,Finished
2010,Italian Grand Prix,liuzzi,force_india,15,19,12,12,0.0,53,+1:06.106,4650678,51,12,,Finished
2010,Italian Grand Prix,petrov,renault,12,20,13,13,0.0,53,+1:18.919,4663491,53,9,,Finished
2010,Italian Grand Prix,rosa,sauber,22,16,14,14,0.0,52,,,47,16,,+1 Lap
2010,Italian Grand Prix,alguersuari,toro_rosso,17,15,15,15,0.0,52,,,51,15,,+1 Lap
2010,Italian Grand Prix,sutil,force_india,14,11,16,16,0.0,52,,,51,10,,+1 Lap
2010,Italian Grand Prix,glock,virgin,24,24,17,17,0.0,51,,,50,17,,+2 Laps
2010,Italian Grand Prix,kovalainen,lotus_racing,19,18,18,18,0.0,51,,,50,18,,+2 Laps
2010,Italian Grand Prix,yamamoto,hrt,20,23,19,19,0.0,51,,,45,20,,+2 Laps
2010,Italian Grand Prix,grassi,virgin,25,21,20,20,0.0,50,,,46,19,,+3 Laps
2010,Italian Grand Prix,trulli,lotus_racing,18,17,21,R,0.0,46,,,30,21,,Engine
2010,Italian Grand Prix,bruno_senna,hrt,21,22,22,R,0.0,11,,,10,22,,Retired
2010,Italian Grand Prix,hamilton,mclaren,2,5,23,R,0.0,0,,,,,,Collision
2010,Italian Grand Prix,kobayashi,sauber,23,13,24,R,0.0,0,,,,,,Gearbox
2010,Singapore Grand Prix,alonso,ferrari,8,1,1,1,25.0,61,1:57:53.579,7073579,58,1,,Finished
2010,Singapore Grand Prix,vettel,red_bull,5,2,2,2,18.0,61,+0.293,7073872,59,2,,Finished
2010,Singapore Grand Prix,webber,red_bull,6,5,3,3,15.0,61,+29.141,7102720,54,5,,Finished
2010,Singapore Grand Prix,button,mclaren,1,4,4,4,12.0,61,+30.384,7103963,61,7,,Finished
2010,Singapore Grand Prix,rosberg,mercedes,4,7,5,5,10.0,61,+49.394,7122973,55,8,,Finished
2010,Singapore Grand Prix,barrichello,williams,9,6,6,6,8.0,61,+56.101,7129680,52,9,,Finished
2010,Singapore Grand Prix,kubica,renault,11,8,7,7,6.0,61,+1:26.559,7160138,56,3,,Finished
2010,Singapore Grand Prix,massa,ferrari,7,24,8,8,4.0,61,+1:53.297,7186876,45,12,,Finished
2010,Singapore Grand Prix,sutil,force_india,14,15,9,9,2.0,61,+2:02.416,7195995,45,15,,Finished
2010,Singapore Grand Prix,hulkenberg,williams,10,17,10,10,1.0,61,+2:12.791,7206370,45,13,,Finished
2010,Singapore Grand Prix,petrov,renault,12,12,11,11,0.0,60,,,46,11,,+1 Lap
2010,Singapore Grand Prix,alguersuari,toro_rosso,17,11,12,12,0.0,60,,,43,14,,+1 Lap
2010,Singapore Grand Prix,michael_schumacher,mercedes,3,9,13,13,0.0,60,,,54,4,,+1 Lap
2010,Singapore Grand Prix,buemi,toro_rosso,16,13,14,14,0.0,60,,,59,6,,+1 Lap
2010,Singapore Grand Prix,grassi,virgin,25,20,15,15,0.0,59,,,55,17,,+2 Laps
2010,Singapore Grand Prix,kovalainen,lotus_racing,19,19,16,16,0.0,58,,,53,18,,Engine
2010,Singapore Grand Prix,glock,virgin,24,18,17,R,0.0,49,,,38,19,,Hydraulics
2010,Singapore Grand Prix,heidfeld,sauber,22,14,18,R,0.0,36,,,29,16,,Collision
2010,Singapore Grand Prix,hamilton,mclaren,2,3,19,R,0.0,35,,,31,10,,Collision
2010,Singapore Grand Prix,klien,hrt,20,22,20,R,0.0,31,,,23,22,,Hydraulics
2010,Singapore Grand Prix,kobayashi,sauber,23,10,21,R,0.0,30,,,22,20,,Accident
2010,Singapore Grand Prix,bruno_senna,hrt,21,23,22,R,0.0,29,,,19,23,,Accident
2010,Singapore Grand Prix,trulli,lotus_racing,18,21,23,R,0.0,27,,,20,21,,Hydraulics
2010,Singapore Grand Prix,liuzzi,force_india,15,16,24,R,0.0,1,,,,,,Collision
2010,Japanese Grand Prix,vettel,red_bull,5,1,1,1,25.0,53,1:30:27.323,5427323,51,3,,Finished
2010,Japanese Grand Prix,webber,red_bull,6,2,2,2,18.0,53,+0.905,5428228,53,1,,Finished
2010,Japanese Grand Prix,alonso,ferrari,8,4,3,3,15.0,53,+2.721,5430044,53,4,,Finished
2010,Japanese Grand Prix,button,mclaren,1,5,4,4,12.0,53,+13.522,5440845,53,2,,Finished
2010,Japanese Grand Prix,hamilton,mclaren,2,8,5,5,10.0,53,+39.595,5466918,35,9,,Finished
2010,Japanese Grand Prix,michael_schumacher,mercedes,3,10,6,6,8.0,53,+59.933,5487256,52,7,,Finished
2010,Japanese Grand Prix,kobayashi,sauber,23,14,7,7,6.0,53,+1:04.038,5491361,50,6,,Finished
2010,Japanese Grand Prix,heidfeld,sauber,22,11,8,8,4.0,53,+1:09.648,5496971,52,10,,Finished
2010,Japanese Grand Prix,barrichello,williams,9,7,9,9,2.0,53,+1:10.846,5498169,53,11,,Finished
2010,Japanese Grand Prix,buemi,toro_rosso,16,18,10,10,1.0,53,+1:12.806,5500129,52,8,,Finished
2010,Japanese Grand Prix,alguersuari,toro_rosso,17,16,11,11,0.0,52,,,49,5,,+1 Lap
2010,Japanese Grand Prix,kovalainen,lotus_racing,19,20,12,12,0.0,52,,,51,14,,+1 Lap
2010,Japanese Grand Prix,trulli,lotus_racing,18,19,13,13,0.0,51,,,28,15,,+2 Laps
2010,Japanese Grand Prix,glock,virgin,24,22,14,14,0.0,51,,,51,17,,+2 Laps
2010,Japanese Grand Prix,bruno_senna,hrt,21,23,15,15,0.0,51,,,49,18,,+2 Laps
2010,Japanese Grand Prix,yamamoto,hrt,20,24,16,16,0.0,50,,,33,16,,+3 Laps
2010,Japanese Grand Prix,rosberg,mercedes,4,6,17,R,0.0,47,,,44,12,,Suspension
2010,Japanese Grand Prix,sutil,force_india,14,15,18,R,0.0,44,,,43,13,,Oil leak
2010,Japanese Grand Prix,kubica,renault,11,3,19,R,0.0,2,,,2,19,,Wheel
2010,Japanese Grand Prix,hulkenberg,williams,10,9,20,R,0.0,0,,,,,,Accident
2010,Japanese Grand Prix,massa,ferrari,7,12,21,R,0.0,0,,,,,,Accident
2010,Japanese Grand Prix,petrov,renault,12,13,22,R,0.0,0,,,,,,Accident
2010,Japanese Grand Prix,liuzzi,force_india,15,17,23,R,0.0,0,,,,,,Accident
2010,Japanese Grand Prix,grassi,virgin,25,21,24,R,0.0,0,,,,,,Suspension
2010,Korean Grand Prix,alonso,ferrari,8,3,1,1,25.0,55,2:48:20.810,10100810,42,1,,Finished
2010,Korean Grand Prix,hamilton,mclaren,2,4,2,2,18.0,55,+14.999,10115809,42,3,,Finished
2010,Korean Grand Prix,massa,ferrari,7,6,3,3,15.0,55,+30.868,10131678,44,4,,Finished
2010,Korean Grand Prix,michael_schumacher,mercedes,3,9,4,4,12.0,55,+39.688,10140498,43,8,,Finished
2010,Korean Grand Prix,kubica,renault,11,8,5,5,10.0,55,+47.734,10148544,45,7,,Finished
2010,Korean Grand Prix,liuzzi,force_india,15,17,6,6,8.0,55,+53.571,10154381,45,5,,Finished
2010,Korean Grand Prix,barrichello,williams,9,10,7,7,6.0,55,+1:09.257,10170067,45,6,,Finished
2010,Korean Grand Prix,kobayashi,sauber,23,12,8,8,4.0,55,+1:17.889,10178699,42,14,,Finished
2010,Korean Grand Prix,heidfeld,sauber,22,13,9,9,2.0,55,+1:20.107,10180917,42,15,,Finished
2010,Korean Grand Prix,hulkenberg,williams,10,11,10,10,1.0,55,+1:20.851,10181661,43,10,,Finished
2010,Korean Grand Prix,alguersuari,toro_rosso,17,15,11,11,0.0,55,+1:24.146,10184956,43,9,,Finished
2010,Korean Grand Prix,button,mclaren,1,7,12,12,0.0,55,+1:29.939,10190749,42,11,,Finished
2010,Korean Grand Prix,kovalainen,lotus_racing,19,21,13,13,0.0,54,,,43,16,,+1 Lap
2010,Korean Grand Prix,bruno_senna,hrt,21,24,14,14,0.0,53,,,30,20,,+2 Laps
2010,Korean Grand Prix,yamamoto,hrt,20,23,15,15,0.0,53,,,36,19,,+2 Laps
2010,Korean Grand Prix,sutil,force_india,14,14,16,R,0.0,46,,,40,12,,Collision
2010,Korean Grand Prix,vettel,red_bull,5,1,17,R,0.0,45,,,44,2,,Engine
2010,Korean Grand Prix,petrov,renault,12,20,18,R,0.0,39,,,39,13,,Accident
2010,Korean Grand Prix,glock,virgin,24,19,19,R,0.0,31,,,29,18,,Collision
2010,Korean Grand Prix,buemi,toro_rosso,16,16,20,R,0.0,30,,,27,17,,Collision
2010,Korean Grand Prix,grassi,virgin,25,22,21,R,0.0,25,,,25,23,,Accident
2010,Korean Grand Prix,trulli,lotus_racing,18,18,22,R,0.0,25,,,20,24,,Hydraulics
2010,Korean Grand Prix,webber,red_bull,6,2,23,R,0.0,18,,,18,21,,Accident
2010,Korean Grand Prix,rosberg,mercedes,4,5,24,R,0.0,18,,,18,22,,Collision
2010,Brazilian Grand Prix,vettel,red_bull,5,2,1,1,25.0,71,1:33:11.803,5591803,70,6,,Finished
2010,Brazilian Grand Prix,webber,red_bull,6,3,2,2,18.0,71,+4.243,5596046,69,4,,Finished
2010,Brazilian Grand Prix,alonso,ferrari,8,5,3,3,15.0,71,+6.807,5598610,67,2,,Finished
2010,Brazilian Grand Prix,hamilton,mclaren,2,4,4,4,12.0,71,+14.634,5606437,66,1,,Finished
2010,Brazilian Grand Prix,button,mclaren,1,11,5,5,10.0,71,+15.593,5607396,71,3,,Finished
2010,Brazilian Grand Prix,rosberg,mercedes,4,13,6,6,8.0,71,+35.320,5627123,65,5,,Finished
2010,Brazilian Grand Prix,michael_schumacher,mercedes,3,8,7,7,6.0,71,+43.456,5635259,71,12,,Finished
2010,Brazilian Grand Prix,hulkenberg,williams,10,1,8,8,4.0,70,,,70,8,,+1 Lap
2010,Brazilian Grand Prix,kubica,renault,11,7,9,9,2.0,70,,,61,11,,+1 Lap
2010,Brazilian Grand Prix,kobayashi,sauber,23,12,10,10,1.0,70,,,65,7,,+1 Lap
2010,Brazilian Grand Prix,alguersuari,toro_rosso,17,14,11,11,0.0,70,,,68,16,,+1 Lap
2010,Brazilian Grand Prix,sutil,force_india,14,22,12,12,0.0,70,,,64,9,,+1 Lap
2010,Brazilian Grand Prix,buemi,toro_rosso,16,19,13,13,0.0,70,,,69,17,,+1 Lap
2010,Brazilian Grand Prix,barrichello,williams,9,6,14,14,0.0,70,,,69,13,,+1 Lap
2010,Brazilian Grand Prix,massa,ferrari,7,9,15,15,0.0,70,,,69,14,,+1 Lap
2010,Brazilian Grand Prix,petrov,renault,12,10,16,16,0.0,70,,,70,15,,+1 Lap
2010,Brazilian Grand Prix,heidfeld,sauber,22,15,17,17,0.0,70,,,68,10,,+1 Lap
2010,Brazilian Grand Prix,kovalainen,lotus_racing,19,20,18,18,0.0,69,,,69,20,,+2 Laps
2010,Brazilian Grand Prix,trulli,lotus_racing,18,18,19,19,0.0,69,,,69,21,,+2 Laps
2010,Brazilian Grand Prix,glock,virgin,24,17,20,20,0.0,69,,,66,23,,+2 Laps
2010,Brazilian Grand Prix,bruno_senna,hrt,21,24,21,21,0.0,69,,,66,24,,+2 Laps
2010,Brazilian Grand Prix,klien,hrt,20,23,22,22,0.0,65,,,63,22,,+6 Laps
2010,Brazilian Grand Prix,grassi,virgin,25,21,23,N,0.0,62,,,60,18,,+9 Laps
2010,Brazilian Grand Prix,liuzzi,force_india,15,16,24,R,0.0,49,,,37,19,,Accident
2010,Abu Dhabi Grand Prix,vettel,red_bull,5,1,1,1,25.0,55,1:39:36.837,5976837,50,4,,Finished
2010,Abu Dhabi Grand Prix,hamilton,mclaren,2,2,2,2,18.0,55,+10.162,5986999,47,1,,Finished
2010,Abu Dhabi Grand Prix,button,mclaren,1,4,3,3,15.0,55,+11.047,5987884,48,2,,Finished
2010,Abu Dhabi Grand Prix,rosberg,mercedes,4,9,4,4,12.0,55,+30.747,6007584,52,3,,Finished
2010,Abu Dhabi Grand Prix,kubica,renault,11,11,5,5,10.0,55,+39.026,6015863,51,5,,Finished
2010,Abu Dhabi Grand Prix,petrov,renault,12,10,6,6,8.0,55,+43.520,6020357,52,8,,Finished
2010,Abu Dhabi Grand Prix,alonso,ferrari,8,3,7,7,6.0,55,+43.797,6020634,52,7,,Finished
2010,Abu Dhabi Grand Prix,webber,red_bull,6,5,8,8,4.0,55,+44.243,6021080,52,6,,Finished
2010,Abu Dhabi Grand Prix,alguersuari,toro_rosso,17,17,9,9,2.0,55,+50.201,6027038,49,15,,Finished
2010,Abu Dhabi Grand Prix,massa,ferrari,7,6,10,10,1.0,55,+50.868,6027705,52,14,,Finished
2010,Abu Dhabi Grand Prix,heidfeld,sauber,22,14,11,11,0.0,55,+51.551,6028388,52,12,,Finished
2010,Abu Dhabi Grand Prix,barrichello,williams,9,7,12,12,0.0,55,+57.686,6034523,50,11,,Finished
2010,Abu Dhabi Grand Prix,sutil,force_india,14,13,13,13,0.0,55,+58.325,6035162,52,13,,Finished
2010,Abu Dhabi Grand Prix,kobayashi,sauber,23,12,14,14,0.0,55,+59.558,6036395,53,16,,Finished
2010,Abu Dhabi Grand Prix,buemi,toro_rosso,16,18,15,15,0.0,55,+1:03.178,6040015,50,10,,Finished
2010,Abu Dhabi Grand Prix,hulkenberg,williams,10,15,16,16,0.0,55,+1:04.763,6041600,51,9,,Finished
2010,Abu Dhabi Grand Prix,kovalainen,lotus_racing,19,20,17,17,0.0,54,,,52,17,,+1 Lap
2010,Abu Dhabi Grand Prix,grassi,virgin,25,22,18,18,0.0,53,,,50,19,,+2 Laps
2010,Abu Dhabi Grand Prix,bruno_senna,hrt,21,23,19,19,0.0,53,,,52,20,,+2 Laps
2010,Abu Dhabi Grand Prix,klien,hrt,20,24,20,20,0.0,53,,,44,21,,+2 Laps
2010,Abu Dhabi Grand Prix,trulli,lotus_racing,18,19,21,21,0.0,51,,,42,18,,Rear wing
2010,Abu Dhabi Grand Prix,glock,virgin,24,21,22,R,0.0,43,,,39,22,,Gearbox
2010,Abu Dhabi Grand Prix,michael_schumacher,mercedes,3,8,23,R,0.0,0,,,,,,Collision
2010,Abu Dhabi Grand Prix,liuzzi,force_india,15,16,24,R,0.0,0,,,,,,Collision
2011,Australian Grand Prix,vettel,red_bull,1,1,1,1,25.0,58,1:29:30.259,5370259,44,4,,Finished
2011,Australian Grand Prix,hamilton,mclaren,3,2,2,2,18.0,58,+22.297,5392556,41,8,,Finished
2011,Australian Grand Prix,petrov,renault,10,6,3,3,15.0,58,+30.560,5400819,55,7,,Finished
2011,Australian Grand Prix,alonso,ferrari,5,5,4,4,12.0,58,+31.772,5402031,49,2,,Finished
2011,Australian Grand Prix,webber,red_bull,2,3,5,5,10.0,58,+38.171,5408430,50,3,,Finished
2011,Australian Grand Prix,button,mclaren,4,4,6,6,8.0,58,+54.304,5424563,49,5,,Finished
2011,Australian Grand Prix,massa,ferrari,6,8,7,7,6.0,58,+1:25.186,5455445,55,1,,Finished
2011,Australian Grand Prix,buemi,toro_rosso,18,10,8,8,4.0,57,,,44,11,,+1 Lap
2011,Australian Grand Prix,sutil,force_india,14,16,9,9,2.0,57,,,55,13,,+1 Lap
2011,Australian Grand Prix,resta,force_india,15,14,10,10,1.0,57,,,40,14,,+1 Lap
2011,Australian Grand Prix,alguersuari,toro_rosso,19,12,11,11,0.0,57,,,41,10,,+1 Lap
2011,Australian Grand Prix,heidfeld,renault,9,18,12,12,0.0,57,,,43,15,,+1 Lap
2011,Australian Grand Prix,trulli,lotus_racing,21,20,13,13,0.0,56,,,52,16,,+2 Laps
2011,Australian Grand Prix,ambrosio,virgin,25,22,14,14,0.0,54,,,44,19,,+4 Laps
2011,Australian Grand Prix,glock,virgin,24,21,15,N,0.0,49,,,48,22,,+9 Laps
2011,Australian Grand Prix,barrichello,williams,11,17,16,R,0.0,48,,,47,12,,Transmission
2011,Australian Grand Prix,rosberg,mercedes,8,7,17,R,0.0,22,,,21,17,,Collision
2011,Australian Grand Prix,kovalainen,lotus_racing,20,19,18,R,0.0,19,,,19,20,,Water leak
2011,Australian Grand Prix,michael_schumacher,mercedes,7,11,19,R,0.0,19,,,13,21,,Collision
2011,Australian Grand Prix,maldonado,williams,12,15,20,R,0.0,9,,,7,18,,Transmission
2011,Australian Grand Prix,kobayashi,sauber,16,9,21,D,0.0,58,,,51,9,,Disqualified
2011,Australian Grand Prix,perez,sauber,17,13,22,D,0.0,58,,,39,6,,Disqualified
2011,Australian Grand Prix,liuzzi,hrt,23,0,23,F,0.0,0,,,,,,Did not qualify
2011,Australian Grand Prix,karthikeyan,hrt,22,0,24,F,0.0,0,,,,,,Did not qualify
2011,Malaysian Grand Prix,vettel,red_bull,1,1,1,1,25.0,56,1:37:39.832,5859832,33,6,,Finished
2011,Malaysian Grand Prix,button,mclaren,4,4,2,2,18.0,56,+3.261,5863093,50,4,,Finished
2011,Malaysian Grand Prix,heidfeld,renault,9,6,3,3,15.0,56,+25.075,5884907,47,7,,Finished
2011,Malaysian Grand Prix,webber,red_bull,2,3,4,4,12.0,56,+26.384,5886216,46,1,,Finished
2011,Malaysian Grand Prix,massa,ferrari,6,7,5,5,10.0,56,+36.958,5896790,41,9,,Finished
2011,Malaysian Grand Prix,alonso,ferrari,5,5,6,6,8.0,56,+37.248,5897080,49,2,,Finished
2011,Malaysian Grand Prix,kobayashi,sauber,16,10,7,7,6.0,56,+1:06.439,5926271,39,10,,Finished
2011,Malaysian Grand Prix,hamilton,mclaren,3,2,8,8,4.0,56,+1:09.957,5929789,54,5,,Finished
2011,Malaysian Grand Prix,michael_schumacher,mercedes,7,11,9,9,2.0,56,+1:24.896,5944728,45,11,,Finished
2011,Malaysian Grand Prix,resta,force_india,15,14,10,10,1.0,56,+1:31.563,5951395,48,13,,Finished
2011,Malaysian Grand Prix,sutil,force_india,14,17,11,11,0.0,55,+1:41.379,5961211,34,14,,+1 Lap
2011,Malaysian Grand Prix,rosberg,mercedes,8,9,12,12,0.0,55,,,45,8,,+1 Lap
2011,Malaysian Grand Prix,buemi,toro_rosso,18,12,13,13,0.0,55,,,36,12,,+1 Lap
2011,Malaysian Grand Prix,alguersuari,toro_rosso,19,13,14,14,0.0,55,,,37,17,,+1 Lap
2011,Malaysian Grand Prix,kovalainen,lotus_racing,20,19,15,15,0.0,55,,,43,16,,+1 Lap
2011,Malaysian Grand Prix,glock,virgin,24,21,16,16,0.0,54,,,50,20,,+2 Laps
2011,Malaysian Grand Prix,petrov,renault,10,8,17,17,0.0,52,,,49,3,,Accident
2011,Malaysian Grand Prix,liuzzi,hrt,23,23,18,R,0.0,46,,,42,23,,+10 Laps
2011,Malaysian Grand Prix,ambrosio,virgin,25,22,19,R,0.0,42,,,41,19,,Accident
2011,Malaysian Grand Prix,trulli,lotus_racing,21,20,20,R,0.0,31,,,23,18,,Clutch
2011,Malaysian Grand Prix,perez,sauber,17,16,21,R,0.0,23,,,19,15,,Accident
2011,Malaysian Grand Prix,barrichello,williams,11,15,22,R,0.0,22,,,10,21,,Gearbox
2011,Malaysian Grand Prix,karthikeyan,hrt,22,24,23,R,0.0,14,,,5,24,,+42 Laps
2011,Malaysian Grand Prix,maldonado,williams,12,18,24,R,0.0,8,,,5,22,,Engine misfire
2011,Chinese Grand Prix,hamilton,mclaren,3,3,1,1,25.0,56,1:36:58.226,5818226,48,2,,Finished
2011,Chinese Grand Prix,vettel,red_bull,1,1,2,2,18.0,56,+5.198,5823424,47,8,,Finished
2011,Chinese Grand Prix,webber,red_bull,2,18,3,3,15.0,56,+7.555,5825781,42,1,,Finished
2011,Chinese Grand Prix,button,mclaren,4,2,4,4,12.0,56,+10.000,5828226,39,3,,Finished
2011,Chinese Grand Prix,rosberg,mercedes,8,4,5,5,10.0,56,+13.448,5831674,41,5,,Finished
2011,Chinese Grand Prix,massa,ferrari,6,6,6,6,8.0,56,+15.840,5834066,39,10,,Finished
2011,Chinese Grand Prix,alonso,ferrari,5,5,7,7,6.0,56,+30.622,5848848,41,15,,Finished
2011,Chinese Grand Prix,michael_schumacher,mercedes,7,14,8,8,4.0,56,+31.026,5849252,46,6,,Finished
2011,Chinese Grand Prix,petrov,renault,10,10,9,9,2.0,56,+57.404,5875630,50,7,,Finished
2011,Chinese Grand Prix,kobayashi,sauber,16,13,10,10,1.0,56,+1:03.273,5881499,32,17,,Finished
2011,Chinese Grand Prix,resta,force_india,15,8,11,11,0.0,56,+1:08.757,5886983,45,18,,Finished
2011,Chinese Grand Prix,heidfeld,renault,9,16,12,12,0.0,56,+1:12.739,5890965,51,16,,Finished
2011,Chinese Grand Prix,barrichello,williams,11,15,13,13,0.0,56,+1:30.189,5908415,45,13,,Finished
2011,Chinese Grand Prix,buemi,toro_rosso,18,9,14,14,0.0,56,+1:30.671,5908897,45,11,,Finished
2011,Chinese Grand Prix,sutil,force_india,14,11,15,15,0.0,55,,,54,4,,+1 Lap
2011,Chinese Grand Prix,kovalainen,lotus_racing,20,19,16,16,0.0,55,,,45,19,,+1 Lap
2011,Chinese Grand Prix,perez,sauber,17,12,17,17,0.0,55,,,39,9,,+1 Lap
2011,Chinese Grand Prix,maldonado,williams,12,17,18,18,0.0,55,,,46,12,,+1 Lap
2011,Chinese Grand Prix,trulli,lotus_racing,21,20,19,19,0.0,55,,,53,14,,+1 Lap
2011,Chinese Grand Prix,ambrosio,virgin,25,21,20,20,0.0,54,,,45,22,,+2 Laps
2011,Chinese Grand Prix,glock,virgin,24,22,21,21,0.0,54,,,54,21,,+2 Laps
2011,Chinese Grand Prix,liuzzi,hrt,23,23,22,22,0.0,54,,,52,20,,+2 Laps
2011,Chinese Grand Prix,karthikeyan,hrt,22,24,23,23,0.0,54,,,41,24,,+2 Laps
